timestamp,city,u10m,v10m,wind_speed,wind_dir_deg,date
2024-12-06 18:00:00+00:00,Munich,9.015213012695312,0.8469696044921875,9.05491154982778,264.6328766945382,2024-12-06
2024-04-19 12:00:00+00:00,Munich,8.059418678283691,4.111538887023926,9.047595340828302,242.97144924167097,2024-04-19
2024-12-16 06:00:00+00:00,Berlin,8.490676879882812,0.9838714599609376,8.547490680211485,263.3902340210687,2024-12-16
2024-10-13 12:00:00+00:00,Berlin,8.216163635253906,1.8560322523117063,8.423194204272507,257.270538639508,2024-10-13
2024-09-28 00:00:00+00:00,Berlin,6.500076770782471,5.256573677062988,8.359579226758807,231.03773659413721,2024-09-28
